Sno,Country,City,Company,LINKDLN LINK,Website,Tech Need / Problem,EMAIL,CONTACT,Google Maps,Clean_Category,Review,Conversion_Probability,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,Lead_Priority_Tier
1,India,Bhilwara,Payal kashida kendra and Services,,,,,9928687731,Payal kashida kendra and Services,Services,,0.15,33,5,46,3,0,29,0.15000000000000024,Low Probability Tier (Priority 3)
2,India,Bhilwara,Mateshwari Cloth,,,,,9460576101,Mateshwari Cloth,Store,,0.15,16,2,22,3,0,31,0.15000000000000024,Low Probability Tier (Priority 3)
3,India,Bhilwara,Vastram BEST MEN'S WEAR SHOP IN Bhilwara,,,,,8005581186,Vastram BEST MEN'S WEAR SHOP IN Bhilwara,Store,,0.15,40,7,22,3,0,31,0.15000000000000024,Low Probability Tier (Priority 3)
4,India,Jaipur,Heera Medicals,,,,,9829007085,Heera Medicals,Pharmacy,4.6,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
5,India,Jaipur,Ram Singh Medicals,,,,,1412575731,Ram Singh Medicals,Pharmacy,4.7,0.85,18,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
6,India,Jaipur,Karol Medical,,,,,8107112678,Karol Medical,Pharmacy,4.0,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
7,India,Jaipur,Pravesh Medical&Grocery Store Stor,,,,,9887277007,Pravesh Medical&Grocery Store Stor,Pharmacy,4.3,0.85,34,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
8,India,Jaipur,Jaipur Medical,,,,,7568595999,Jaipur Medical,Pharmacy,5.0,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
9,India,Jaipur,Laxmi Medicaland Grocery Store Store,,,,,9928445732,Laxmi Medicaland Grocery Store Store,Pharmacy,4.6,0.85,36,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
10,India,Jaipur,bahubali Medicaland journal store,,,,,9928648162,bahubali Medicaland journal store,Pharmacy,4.4,0.85,33,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
11,India,Jaipur,Ganesh Medical,,,,,1412783634,Ganesh Medical,Pharmacy,4.4,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
12,India,Jaipur,Goyal Medical,,,,,9314531821,Goyal Medical,Pharmacy,4.3,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
13,India,Jaipur,Vaishali Medicaland Grocery Store,,,,,9461128920,Vaishali Medicaland Grocery Store,Pharmacy,4.2,0.85,33,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
14,India,Jaipur,Kohli Grocery Store,,,,,9982666441,Kohli Grocery Store,Pharmacy,4.2,0.85,19,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
15,India,Jaipur,Veena Grocery Store Store,,,,,9352912661,Veena Grocery Store Store,Pharmacy,4.3,0.85,25,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
16,India,Jaipur,Sunita Grocery Store Store,,,,,1412701364,Sunita Grocery Store Store,Pharmacy,4.4,0.85,26,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
17,India,Jaipur,Rajeev Medical,,,,,9928491480,Rajeev Medical,Pharmacy,4.6,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
18,India,Jaipur,Siyaram Grocery Store Store,,,,,1412724739,Siyaram Grocery Store Store,Pharmacy,4.1,0.85,27,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
19,India,Jaipur,Jai Shree Medical,,,,,7611923934,Jai Shree Medical,Pharmacy,4.5,0.85,17,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
20,India,Jaipur,Adarsh Grocery Store,,,,,1412710312,Adarsh Grocery Store,Pharmacy,4.5,0.85,20,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
21,India,Jaipur,Jindal Medical,,,,,8560935095,Jindal Medical,Pharmacy,4.3,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
22,India,Jaipur,KRISHNA Grocery Store STORE,,,,,9829023487,KRISHNA Grocery Store STORE,Pharmacy,4.8,0.85,27,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
23,India,Jaipur,Mayank Medical,,,,,9829822047,Mayank Medical,Pharmacy,4.6,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
24,India,Jaipur,BALA JI MedicalAND Grocery Store,,,,,8529565102,BALA JI MedicalAND Grocery Store,Pharmacy,4.8,0.85,32,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
25,India,Jaipur,Shekhawati Medicaland Grocery Store,,,,,9414978516,Shekhawati Medicaland Grocery Store,Pharmacy,4.9,0.85,35,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
26,India,Jaipur,Shree Shyam Medical,,,,,9828920826,Shree Shyam Medical,Pharmacy,4.4,0.85,19,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
27,India,Jaipur,Sharda Grocery Store Store,,,,,9660918303,Sharda Grocery Store Store,Pharmacy,4.6,0.85,26,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
28,India,Jaipur,Riddhi Siddhi Medical,,,,,7976688171,Riddhi Siddhi Medical,Pharmacy,4.7,0.85,21,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
29,India,Jaipur,Gupta Medical,,,,,9829610158,Gupta Medical,Pharmacy,4.6,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
30,India,Jaipur,GOYAL MEDICAL,,,,,9413085443,GOYAL MEDICAL,Pharmacy,3.2,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
31,India,Jaipur,PADMA MEDICOS AND Grocery Store,,,,,9828320920,PADMA MEDICOS AND Grocery Store,Pharmacy,4.2,0.85,31,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
32,India,Jaipur,Mahalaxmi Medical,,,,,9828393166,Mahalaxmi Medical,Pharmacy,4.4,0.85,17,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
33,India,Jaipur,Jay Medical,,,,,9664032124,Jay Medical,Pharmacy,4.6,0.85,11,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
34,India,Jaipur,Kamla Grocery Storeal Store,,,,,8233029674,Kamla Grocery Storeal Store,Pharmacy,4.5,0.85,27,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
35,India,Jaipur,Ashoka Medicaland Grocery Store,,,,,9929049000,Ashoka Medicaland Grocery Store,Pharmacy,4.4,0.85,31,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
36,India,Jaipur,Vinayak Medicals,,,,,9001295060,Vinayak Medicals,Pharmacy,5.0,0.85,16,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
37,India,Jaipur,Vishvam Medical,,,,,7240335514,Vishvam Medical,Pharmacy,,0.85,15,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
38,India,Jaipur,ANJANA Medical,,,,,7689050445,ANJANA Medical,Pharmacy,,0.85,14,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
39,India,Jaipur,Sharma MedicalAnd Grocery Storeal Store,,,,,9782506000,Sharma MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,39,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
40,India,Jaipur,SHRI BABA AYURVED STORE,,,,,8824821008,SHRI BABA AYURVED STORE,Pharmacy,4.9,0.85,23,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
41,India,Jaipur,Akansha MedicalAnd Grocery Store,,,,,9829282887,Akansha MedicalAnd Grocery Store,Pharmacy,,0.85,32,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
42,India,Jaipur,Harsh Medical& Departmental Store,,,,,9928499383,Harsh Medical& Departmental Store,Pharmacy,,0.85,33,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
43,India,Jaipur,INDIAN Grocery Store,,,,,7691077042,INDIAN Grocery Store,Pharmacy,,0.85,20,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
44,India,Jaipur,Arihant Grocery Store,,,,,8107701905,Arihant Grocery Store,Pharmacy,,0.85,21,3,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
45,India,Jaipur,The Herb Shoppe - Ayurvedic Medicine Store,,,,,9783990007,The Herb Shoppe - Ayurvedic Medicine Store,Pharmacy,5.0,0.85,42,7,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
46,India,Jaipur,Life Line Grocery Store,,,,,9928683601,Life Line Grocery Store,Pharmacy,,0.85,23,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
47,India,Jaipur,Healthcare Grocery Store Store,,,,,9314030666,Healthcare Grocery Store Store,Pharmacy,,0.85,30,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
48,India,Jaipur,Royal Medical,,,,,9829610122,Royal Medical,Pharmacy,,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
49,India,Jaipur,Sanjeevni Medical,,,,,9950171783,Sanjeevni Medical,Pharmacy,,0.85,17,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
50,India,Jaipur,Jain Medicals,,,,,9782212372,Jain Medicals,Pharmacy,4.6,0.85,13,2,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
51,India,Jaipur,"Dr Gaurav Gupta, MD, DM",,,,,8239187097,"Dr Gaurav Gupta, MD, DM",Medical,4.6,0.85,23,5,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
52,India,Jaipur,Dr Abhishek Agrawal,,,,,9829298691,Dr Abhishek Agrawal,Medical,4.6,0.85,19,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
53,India,Jaipur,Dr. R.Dhan,,,,,9602931113,Dr. R.Dhan,Medical,4.9,0.85,10,2,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
54,India,Jaipur,Jaipur Clinic,,,,,2942460888,Jaipur Clinic,Medical,,0.85,13,2,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
55,India,Jaipur,Dr S K Sharma,,,,,1412451947,Dr S K Sharma,Medical,4.0,0.85,13,4,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
56,India,Jaipur,Dr Kalyan Sahay,,,,,9352977917,Dr Kalyan Sahay,Medical,4.1,0.85,15,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
57,India,Jaipur,Dr Raman Sharma,,,,,1412385052,Dr Raman Sharma,Medical,4.6,0.85,15,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
58,India,Jaipur,Dr. Akhil Goel,,,,,9260991674,Dr. Akhil Goel,Medical,4.8,0.85,14,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
59,India,Jaipur,Gangori Hospital,,,,,1412329050,Gangori Hospital,Medical,3.8,0.85,16,2,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
60,India,Jaipur,Dr. Ankit Gupta,,,,,9413268070,Dr. Ankit Gupta,Medical,4.4,0.85,15,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
61,India,Jaipur,Dr. Subhash nepalia,,,,,1412368100,Dr. Subhash nepalia,Medical,3.5,0.85,19,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
62,India,Jaipur,House Of Medical's,,,,,9314801446,House Of Medical's,Medical,,0.85,18,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
63,India,Jaipur,Infinity Endovascular Clinic,,,,,7729021111,Infinity Endovascular Clinic,Medical,5.0,0.85,28,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
64,India,Jaipur,Dr Shashi Panicker,,,,,1412281580,Dr Shashi Panicker,Medical,4.4,0.85,18,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
65,India,Jaipur,Garg Poly Clinic,,,,,1412201422,Garg Poly Clinic,Medical,4.6,0.85,16,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
66,India,Jaipur,Dr. Shantanu Sharma,,,,,9828246180,Dr. Shantanu Sharma,Medical,4.6,0.85,19,3,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
67,India,Jaipur,Sancheti Grocery Store,,,,,1412622160,Sancheti Grocery Store,Grocery Store,,0.85,22,3,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
68,India,Jaipur,GENERAL TECHNICO (RAMESHWAR JI KI CHANDI KI FACTORY),,,,,1412564374,GENERAL TECHNICO (RAMESHWAR JI KI CHANDI KI FACTORY),Retail,5.0,0.55,52,8,1,281,1,28,0.4849999999999995,Medium Probability Tier (Priority 2)
69,India,Jaipur,Radha Ballabh & Sons,,,,,9649193503,Radha Ballabh & Sons,Electrician Store,5.0,0.55,20,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
70,India,Jaipur,Shree jai Ganesh Namkeen Bhandar,,,,,9829205895,Shree jai Ganesh Namkeen Bhandar,Food,5.0,0.85,32,5,1,281,1,8,0.6919999999999998,Medium Probability Tier (Priority 2)
71,India,Jaipur,Gupta Enterprises,,,,,9649003981,Gupta Enterprises,Store,4.0,0.15,17,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
72,India,Jaipur,Vishnu Enterprises,,,,,9829586254,Vishnu Enterprises,Countertop Store,4.6,0.15,18,2,2,281,1,3,0.23399999999999985,Low Probability Tier (Priority 3)
73,India,Jaipur,S. K. ENTERPRISES,,,,,8130672775,S. K. ENTERPRISES,Gift Shop,5.0,0.55,17,3,1,281,1,10,0.5229999999999992,Medium Probability Tier (Priority 2)
74,India,Jaipur,Sunil Enterprises,,,,,1412318877,Sunil Enterprises,Pharmaceuticals Exporter,5.0,0.15,17,2,1,281,1,22,0.5149999999999999,Medium Probability Tier (Priority 2)
75,India,Jaipur,Indian Trading Enterprises,,,,,9314500934,Indian Trading Enterprises,Industrial Salonres & Products Real Estate,5.0,0.15,26,3,1,281,1,15,0.1640000000000002,Low Probability Tier (Priority 3)
76,India,Jaipur,Gupta enterprises,,,,,9649003981,Gupta enterprises,Store,4.0,0.15,17,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
77,India,Jaipur,Ajay Enterprises,,,,,9414063313,Ajay Enterprises,Services,5.0,0.15,16,2,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
78,India,Jaipur,Star Enterprises,,,,,9829011272,Star Enterprises,Manufacturer,5.0,0.15,16,2,2,281,1,19,0.33799999999999963,Low Probability Tier (Priority 3)
79,India,Jaipur,Radhe Krishna Enterprises,,,,,8955172590,Radhe Krishna Enterprises,Manufacturer,5.0,0.15,25,3,2,281,1,19,0.2899999999999997,Low Probability Tier (Priority 3)
80,India,Jaipur,VK Enterprises,,,,,9414442175,VK Enterprises,Services,5.0,0.15,14,2,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
81,India,Jaipur,R. D. Enterprises,,,,,9928220147,R. D. Enterprises,Services,5.0,0.15,17,3,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
82,India,Jaipur,Ashish Enterprises,,,,,8952820355,Ashish Enterprises,Store,5.0,0.15,18,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
83,India,Jaipur,Sagar Enterprises,,,,,1412316006,Sagar Enterprises,Grocery Store,3.5,0.85,17,2,14,281,1,11,0.7949999999999996,High Probability Tier (Priority 1)
84,India,Jaipur,karma enterprises,,,,,9314874986,karma enterprises,Textile Mill,5.0,0.15,17,2,1,281,1,32,0.15000000000000024,Low Probability Tier (Priority 3)
85,India,Jaipur,Shreeji Enterprises,,,,,1412571815,Shreeji Enterprises,Plastic Products Supplier,,0.15,19,2,1,281,1,24,0.483,Medium Probability Tier (Priority 2)
86,India,Jaipur,Gita Enterprises,,,,,1412601927,Gita Enterprises,Store,2.6,0.15,16,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
87,India,Jaipur,GAURI SHANKAR ENTERPRISES,,,,,8955531126,GAURI SHANKAR ENTERPRISES,Fmcg Goods Real Estate,5.0,0.15,25,3,1,281,1,7,0.22799999999999984,Low Probability Tier (Priority 3)
88,India,Jaipur,Agarwal Enterprises,,,,,8559959313,Agarwal Enterprises,Grocery Store,5.0,0.85,19,2,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
89,India,Jaipur,Ratan Hind Enterprises,,,,,7733978661,Ratan Hind Enterprises,Store,5.0,0.15,22,3,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
90,India,Jaipur,"Universal Enterprises , Manufacturers Hospitalss Garments hospital rarmennts",,,,,9667189667,"Universal Enterprises , Manufacturers Hospitalss Garments hospital rarmennts",Hospital,5.0,0.85,76,8,1,281,1,13,0.7279999999999999,Medium Probability Tier (Priority 2)
91,India,Jaipur,Uma Enterprises,,,,,8094655521,Uma Enterprises,Real Estate,,0.55,15,2,10,281,1,27,0.5419999999999991,Medium Probability Tier (Priority 2)
92,India,Jaipur,Rishi Raj Enterprises,,,,,9314289693,Rishi Raj Enterprises,Hardware Store,3.7,0.55,21,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
93,India,Jaipur,Bagda Enterprises,,,,,7877299851,Bagda Enterprises,Business Related,5.0,0.15,17,2,2,281,1,0,0.2939999999999998,Low Probability Tier (Priority 3)
94,India,Jaipur,Anmol Enterprises,,,,,1414018018,Anmol Enterprises,Furniture,1.0,0.15,17,2,1,281,1,9,0.45099999999999946,Medium Probability Tier (Priority 2)
95,India,Jaipur,Aditya Enterprises,,,,,9772274555,Aditya Enterprises,Housing Utility Company,,0.15,18,2,1,281,1,14,0.21299999999999997,Low Probability Tier (Priority 3)
96,India,Jaipur,Ankit paints,,,,,1412318203,Ankit paints,Store,,0.15,12,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
97,India,Jaipur,Vishnu enterprises new collection,,,,,9829586254,Vishnu enterprises new collection,Real Estate,,0.55,33,4,10,281,1,27,0.545999999999999,Medium Probability Tier (Priority 2)
98,India,Jaipur,Rohit Enterprises,,,,,8426968639,Rohit Enterprises,Juice Shop,,0.15,17,2,1,281,1,17,0.21199999999999997,Low Probability Tier (Priority 3)
99,India,Jaipur,Sambhav enterprises,,,,,9928897841,Sambhav enterprises,Hardware Store,,0.55,19,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
100,India,Jaipur,Gopal Lal Dinesh Kumar,,,,,9929043722,Gopal Lal Dinesh Kumar,Store,,0.15,22,4,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
101,India,Jaipur,Prabhu Dayal & Sons,,,,,9413694909,Prabhu Dayal & Sons,Hardware Store,,0.55,19,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
102,India,Jaipur,Prabhudayal & Sons,,,,,9314020421,Prabhudayal & Sons,Grocery Store,,0.85,18,3,14,281,1,11,0.8409999999999992,High Probability Tier (Priority 1)
103,India,Jaipur,Khandelwal Enterprises,,,,,8233313119,Khandelwal Enterprises,Grocery Store,,0.85,22,2,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
104,India,Jaipur,Gopal Lal Dinesh Kumar,,,,,9929043722,Gopal Lal Dinesh Kumar,Store,,0.15,22,4,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
105,India,Jaipur,Goyal Industries - Pattal Dona Raw Material - Silver Paper Plate Raw Material - Paper Plate Raw Material - Dona Pattal Die,,,,,8048622704,Goyal Industries - Pattal Dona Raw Material - Silver Paper Plate Raw Material - Paper Plate Raw Material - Dona Pattal Die,Paper Store,,0.15,122,22,1,281,1,21,0.6250000000000001,Medium Probability Tier (Priority 2)
106,India,Jaipur,Sethi MedicalAnd Grocery Store,,,,,9928077197,Sethi MedicalAnd Grocery Store,Clinic,,0.55,30,4,1,281,1,1,0.43699999999999944,Low Probability Tier (Priority 3)
